Filter,Channel,SNR (dB),RMSE (μV),NRMSE (%),Correlation,PRD (%)
DB6 LVL:4 THR:0.5 hard,FP1-F3,5.496427321993571,3.073605147863498e-05,1.2310710237497373,0.9024266266789499,43.77911748271753
DB6 LVL:4 THR:0.5 hard,F3-C3,7.0117175315316125,1.9712317375960077e-05,1.8614973601829528,0.9233261714072378,38.76758133227351
DB6 LVL:4 THR:0.5 soft,FP1-F7,5.134807287103769,3.176168131702046e-05,1.1518967093796686,0.9007180166144977,44.5012328137449
DB6 LVL:4 THR:0.5 soft,F7-T7,5.847220723644764,2.250616818695613e-05,1.7624785314252753,0.9077972833984226,42.56344032548776
DB6 LVL:4 THR:0.5 soft,T7-P7,4.007598582052885,2.9689359739023086e-05,2.3217719466284787,0.8701547323511188,49.8949871530443
DB6 LVL:4 THR:0.5 soft,P7-O1,3.956531498697728,2.7671234557823536e-05,2.1457287616771437,0.8690177443030869,50.09677876210381
DB6 LVL:4 THR:0.5 soft,FP1-F3,5.480477271372375,3.074819936387906e-05,1.231557582979189,0.9024475550483805,43.79642041102754
DB6 LVL:4 THR:0.5 soft,F3-C3,6.9949809297566725,1.9722921693433044e-05,1.8624987598969478,0.923307885136134,38.78843650278775
DB6 LVL:4 THR:1.0 hard,FP1-F7,5.149664781608763,3.175345721086236e-05,1.1515984468057656,0.9006424059323688,44.48971003385257
DB6 LVL:4 THR:1.0 hard,F7-T7,5.920597375523498,2.2476809486987687e-05,1.7601794248881204,0.9075829610967463,42.50791744554834
DB6 LVL:4 THR:1.0 hard,T7-P7,4.064685309498467,2.967056877889444e-05,2.3203024530300853,0.8699031132848294,49.8634076672469
DB6 LVL:4 THR:1.0 hard,P7-O1,3.9733637606468397,2.766445305156147e-05,2.145202898871724,0.8689637668538902,50.08450133305834
DB6 LVL:4 THR:1.0 hard,FP1-F3,5.494519324352951,3.074023668077106e-05,1.2312386536446132,0.9024014801709621,43.78507870568503
DB6 LVL:4 THR:1.0 hard,F3-C3,7.009532509671571,1.9715726224382066e-05,1.8618192686738606,0.9233005048878831,38.77428540495701
DB6 LVL:4 THR:1.0 soft,FP1-F7,5.115508949034968,3.178915775391701e-05,1.1528931936945481,0.9006365793886023,44.53972999854507
DB6 LVL:4 THR:1.0 soft,F7-T7,5.750629948488472,2.2601732481687845e-05,1.7699622583945362,0.907389385854774,42.744170564516985
DB6 LVL:4 THR:1.0 soft,T7-P7,3.9394864958527287,2.9751915492530207e-05,2.3266639414330057,0.8699511805785312,50.00011634899272
DB6 LVL:4 THR:1.0 soft,P7-O1,3.935775912893207,2.7693611205060516e-05,2.1474639287679342,0.8688857858127702,50.13729007155501
DB6 LVL:4 THR:1.0 soft,FP1-F3,5.461706877412875,3.077590062838699e-05,1.232667101684955,0.9023376072811305,43.8358769077137
DB6 LVL:4 THR:1.0 soft,F3-C3,6.97347200577836,1.9747988373646076e-05,1.8648658869147998,0.9231538122527101,38.837734337504735
DB6 LVL:4 THR:2.0 hard,FP1-F7,5.14118834030564,3.177487679499483e-05,1.1523752680398873,0.9005053564372918,44.51972097347313
DB6 LVL:4 THR:2.0 hard,F7-T7,5.884635535009261,2.2540113709110173e-05,1.7651368361858872,0.9070656093206726,42.62763775769919
DB6 LVL:4 THR:2.0 hard,T7-P7,4.04335224717729,2.9712274636839657e-05,2.3235639410459417,0.8695412646117809,49.93349719644777
DB6 LVL:4 THR:2.0 hard,P7-O1,3.9648354961823165,2.768184309302737e-05,2.146551386307735,0.8687918664455673,50.115984751630094
DB6 LVL:4 THR:2.0 hard,FP1-F3,5.485633008232444,3.0762631333459864e-05,1.2321356266351513,0.902255025682403,43.81697669140155
DB6 LVL:4 THR:2.0 hard,F3-C3,6.998505604506471,1.9735375251941204e-05,1.8636747893736287,0.923142880776919,38.812928516239715
DB6 LVL:4 THR:2.0 soft,FP1-F7,5.075334247608442,3.186427488416239e-05,1.1556174567549335,0.9002744343973912,44.64497647048038
DB6 LVL:4 THR:2.0 soft,F7-T7,5.546172247209844,2.2865077311426567e-05,1.7905850318902634,0.905774684871179,43.242205674381054
DB6 LVL:4 THR:2.0 soft,T7-P7,3.8014877721613702,2.9925529936969482e-05,2.3402409653288356,0.8689502149701537,50.29188722418254
DB6 LVL:4 THR:2.0 soft,P7-O1,3.894055018849323,2.775408990468909e-05,2.1521536683959472,0.8683996018748927,50.246782404785804
DB6 LVL:4 THR:2.0 soft,FP1-F3,5.422103337250968,3.08521745959072e-05,1.2357221027915815,0.9019252161914522,43.94451828564936
DB6 LVL:4 THR:2.0 soft,F3-C3,6.925159205594675,1.981911261704186e-05,1.8715823773609066,0.9226364686913728,38.97761210215077
DB6 LVL:4 THR:3.0 hard,FP1-F7,5.128531608639446,3.180809183145096e-05,1.1535798733885105,0.9002873012997772,44.56625849947807
DB6 LVL:4 THR:3.0 hard,F7-T7,5.834836588459238,2.2632814396224296e-05,1.7723963114341754,0.9062835743884351,42.80295237062385
DB6 LVL:4 THR:3.0 hard,T7-P7,4.015550948237991,2.9770946306732195e-05,2.328152192137099,0.869012580660593,50.032098925864254
DB6 LVL:4 THR:3.0 hard,P7-O1,3.952454706793649,2.770869550273291e-05,2.148633620394729,0.8685191736893713,50.16459910692518
DB6 LVL:4 THR:3.0 hard,FP1-F3,5.471806824811402,3.079901798003893e-05,1.2335930209359791,0.9020113506325802,43.868804274931406
DB6 LVL:4 THR:3.0 hard,F3-C3,6.980810053151777,1.9768206028312186e-05,1.8667751048962407,0.9228747137717601,38.87749574945177
DB6 LVL:4 THR:3.0 soft,FP1-F7,5.03604429638956,3.1949544237316436e-05,1.1587099091452435,0.8997917554377197,44.764447203112915
DB6 LVL:4 THR:3.0 soft,F7-T7,5.338041002715242,2.3181284774593593e-05,1.8153475263619494,0.9034958817735774,43.84021406822146
DB6 LVL:4 THR:3.0 soft,T7-P7,3.6646379841506844,3.0136579171601755e-05,2.356745470533189,0.8674482222010164,50.64656980889306
DB6 LVL:4 THR:3.0 soft,P7-O1,3.854108439012538,2.7822473049248758e-05,2.157456347602001,0.867782560129089,50.37058516670826
DB6 LVL:4 THR:3.0 soft,FP1-F3,5.383500636917065,3.093751111459201e-05,1.239140086246404,0.901410435519134,44.06606797395805
DB6 LVL:4 THR:3.0 soft,F3-C3,6.8759778275314245,1.9900652392136864e-05,1.8792824398748336,0.9220017982425847,39.13797375839449
DB6 LVL:4 THR:4.0 hard,FP1-F7,5.112760734106539,3.185035581041448e-05,1.1551126555421831,0.9000058337777535,44.625474482055246
DB6 LVL:4 THR:4.0 hard,F7-T7,5.774168971052354,2.2748753676280168e-05,1.7814756220635966,0.9052885526469404,43.02221557824967
DB6 LVL:4 THR:4.0 hard,T7-P7,3.9822563843365026,2.984327106759816e-05,2.3338081443806393,0.868350892206919,50.15364560272004
DB6 LVL:4 THR:4.0 hard,P7-O1,3.9371644022395564,2.7742530648965168e-05,2.151257321418057,0.8681723416284731,50.22585520417804
DB6 LVL:4 THR:4.0 hard,FP1-F3,5.455042630438531,3.0843862653053106e-05,1.2353891845569198,0.9017081554533197,43.932679109658515
DB6 LVL:4 THR:4.0 hard,F3-C3,6.9587531440830315,1.9809717122842875e-05,1.870695130706165,0.9225330938302818,38.959134285536464
DB6 LVL:4 THR:4.0 soft,FP1-F7,4.998906745146018,3.2036418133495496e-05,1.1618605532859247,0.8992659255222284,44.88616605800331
DB6 LVL:4 THR:4.0 soft,F7-T7,5.132604906233458,2.3524990798419865e-05,1.8422634581670994,0.9007879576949178,44.49022746513185
DB6 LVL:4 THR:4.0 soft,T7-P7,3.530111863504848,3.0371540950804422e-05,2.3751199882822407,0.8655880595404223,51.04143905019113
DB6 LVL:4 THR:4.0 soft,P7-O1,3.8167794034670504,2.7891900942046642e-05,2.162840040408614,0.8671242917093505,50.49627937012902
DB6 LVL:4 THR:4.0 soft,FP1-F3,5.3474451657813,3.10225235544313e-05,1.2425450893717132,0.9008739303145371,44.187156058216495
DB6 LVL:4 THR:4.0 soft,F3-C3,6.828774558026975,1.9983681405759493e-05,1.887123135959892,0.9213343410348044,39.301264252209236
DB6 LVL:5 THR:0.5 hard,FP1-F7,3.726249322335306,3.582541024635026e-05,1.299275430763587,0.8705949193951952,50.19491588332304
DB6 LVL:5 THR:0.5 hard,F7-T7,4.500934287165126,2.5498101096767858e-05,1.9967795229225358,0.8787227221748293,48.221753940083445
DB6 LVL:5 THR:0.5 hard,T7-P7,3.16332318819476,3.190249918704126e-05,2.494844223348263,0.8474890068219546,53.61431843190723
DB6 LVL:5 THR:0.5 hard,P7-O1,2.7763850811038084,3.0452182208389414e-05,2.3613736164836157,0.8379937288051015,55.1314843480894
DB6 LVL:5 THR:0.5 hard,FP1-F3,3.915900422136861,3.52134599531252e-05,1.410404658659475,0.8689361488360199,50.1565466641814
DB6 LVL:5 THR:0.5 hard,F3-C3,4.224263286981571,2.53576790814383e-05,2.3946069744204728,0.8686428586625382,49.87013284324572
DB6 LVL:5 THR:0.5 soft,FP1-F7,3.7024737071458618,3.583793108407698e-05,1.2997295223348777,0.8707203970241965,50.21245880585092
DB6 LVL:5 THR:0.5 soft,F7-T7,4.396969932937672,2.554280648780521e-05,2.000280442816486,0.8789595689149822,48.306300328781845
DB6 LVL:5 THR:0.5 soft,T7-P7,3.0793202422349903,3.193320082742587e-05,2.497245157824017,0.8478164277962159,53.665914625494196
DB6 LVL:5 THR:0.5 soft,P7-O1,2.7456234216158255,3.0462532326945013e-05,2.362176202541896,0.8381132887342808,55.15022249287141
DB6 LVL:5 THR:0.5 soft,FP1-F3,3.892796151334359,3.522566166774318e-05,1.4108933739167586,0.8690157496186254,50.17392626474989
DB6 LVL:5 THR:0.5 soft,F3-C3,4.197678792025076,2.5367229727439328e-05,2.395508872557555,0.868683150481596,49.88891579192491
DB6 LVL:5 THR:1.0 hard,FP1-F7,3.724421673038635,3.582931869981389e-05,1.2994171781301256,0.8705693578133672,50.20039201022548
DB6 LVL:5 THR:1.0 hard,F7-T7,4.49182891812277,2.551240971875273e-05,1.9979000441437906,0.8785950752774088,48.24881426296622
DB6 LVL:5 THR:1.0 hard,T7-P7,3.157461994462328,3.1912401622153695e-05,2.495618615125299,0.8474009468867978,53.63096014722416
DB6 LVL:5 THR:1.0 hard,P7-O1,2.774355171462384,3.0455442497528886e-05,2.3616264312311226,0.8379608412548818,55.13738686694446
DB6 LVL:5 THR:1.0 hard,FP1-F3,3.9141383857534633,3.5217290954795296e-05,1.4105581017636184,0.86890905716599,50.16200337915041
DB6 LVL:5 THR:1.0 hard,F3-C3,4.222518798835989,2.5360430437368397e-05,2.3948667937863606,0.8686148812667414,49.875543846567126
DB6 LVL:5 THR:1.0 soft,FP1-F7,3.676747674601687,3.586694030144329e-05,1.300781595796997,0.8706748115885858,50.253103566525816
DB6 LVL:5 THR:1.0 soft,F7-T7,4.281446580681716,2.564306193686501e-05,2.0081315383543177,0.8785656691945137,48.49590243198816
DB6 LVL:5 THR:1.0 soft,T7-P7,2.9902585349364337,3.200268143700002e-05,2.502678691304089,0.8476841264119893,53.78268151277506
DB6 LVL:5 THR:1.0 soft,P7-O1,2.713404466125571,3.0486593505007208e-05,2.36404199431566,0.8380355006848563,55.193783524151684
DB6 LVL:5 THR:1.0 soft,FP1-F3,3.867568447656753,3.525460901483828e-05,1.4120528019665186,0.8689271692015021,50.21515762819195
DB6 LVL:5 THR:1.0 soft,F3-C3,4.168437413510569,2.539064726972667e-05,2.397720266191214,0.8685457760986446,49.93497032006139
DB6 LVL:5 THR:2.0 hard,FP1-F7,3.71644843910882,3.584976868322832e-05,1.3001588349828224,0.870417355592646,50.22904444407742
DB6 LVL:5 THR:2.0 hard,F7-T7,4.456999979302641,2.557550478693755e-05,2.002841076406182,0.8779893408795731,48.368139025280655
DB6 LVL:5 THR:2.0 hard,T7-P7,3.1354382778874266,3.1955567821423956e-05,2.4989943049815047,0.8469861129826952,53.703503879287354
DB6 LVL:5 THR:2.0 hard,P7-O1,2.766049741289143,3.0472243445875474e-05,2.3629292382314895,0.8377717608401484,55.167803774818736
DB6 LVL:5 THR:2.0 hard,FP1-F3,3.905990671895406,3.523830915084507e-05,1.411399943538459,0.8687461227031462,50.19194079888625
DB6 LVL:5 THR:2.0 hard,F3-C3,4.214177466149104,2.53764623773518e-05,2.3963807413039726,0.8684398201662817,49.90707334791224
DB6 LVL:5 THR:2.0 soft,FP1-F7,3.6241675248512983,3.595081182987768e-05,1.303823353462466,0.8702909807008536,50.37061580953493
DB6 LVL:5 THR:2.0 soft,F7-T7,4.0405640994791865,2.593168073518698e-05,2.0307335393516732,0.8766713121381786,49.04173541862294
DB6 LVL:5 THR:2.0 soft,T7-P7,2.8099104963957053,3.2204576387449236e-05,2.518467311747218,0.8466077477149476,54.12197970066046
DB6 LVL:5 THR:2.0 soft,P7-O1,2.6489796983291707,3.055612229731942e-05,2.3694335112397504,0.837548543385006,55.319660398881744
DB6 LVL:5 THR:2.0 soft,FP1-F3,3.8156536804195285,3.533881793490105e-05,1.4154256217154246,0.8684656670446591,50.335101213238445
DB6 LVL:5 THR:2.0 soft,F3-C3,4.107234859408501,2.5460960294894446e-05,2.4043601506979395,0.867955226783281,50.0732526878785
DB6 LVL:5 THR:3.0 hard,FP1-F7,3.703994048752336,3.588328016017663e-05,1.3013741912996974,0.8701610354841322,50.27599731230641
DB6 LVL:5 THR:3.0 hard,F7-T7,4.405802860400904,2.5674971857251476e-05,2.010630433286296,0.8770014940923687,48.55625015448263
DB6 LVL:5 THR:3.0 hard,T7-P7,3.104818170982639,3.202106165535439e-05,2.5041160640101094,0.8463309607293077,53.81357071910092
DB6 LVL:5 THR:3.0 hard,P7-O1,2.753614117844899,3.0499318506335463e-05,2.3650287374725423,0.8374581385006014,55.21682122328133
DB6 LVL:5 THR:3.0 hard,FP1-F3,3.892896569542031,3.5274021155889616e-05,1.412830316422917,0.868461971032927,50.242807451861346
DB6 LVL:5 THR:3.0 hard,F3-C3,4.20065290819325,2.5404159342718066e-05,2.3989962545858994,0.8681312334061182,49.96154407994314
DB6 LVL:5 THR:3.0 soft,FP1-F7,3.5724211998179896,3.6052125382160634e-05,1.3074976787075767,0.8696879279430637,50.51256603982438
DB6 LVL:5 THR:3.0 soft,F7-T7,3.797342090897527,2.6288988693499493e-05,2.058714651036344,0.8737948041813438,49.71747265808207
DB6 LVL:5 THR:3.0 soft,T7-P7,2.6304985780337207,3.2458932127943604e-05,2.5383584790857823,0.8447911307304299,54.549441812198985
DB6 LVL:5 THR:3.0 soft,P7-O1,2.5861419038066598,3.064079837135715e-05,2.3759996038045395,0.8368083421905533,55.47296033707738
DB6 LVL:5 THR:3.0 soft,FP1-F3,3.764599853991893,3.5439609275119666e-05,1.4194626171139484,0.8678048803114602,50.47866408850686
DB6 LVL:5 THR:3.0 soft,F3-C3,4.045714905408487,2.5547699299447448e-05,2.4125511931269346,0.8671285708500496,50.243839501673904
DB6 LVL:5 THR:4.0 hard,FP1-F7,3.6878131584375016,3.5927972621656205e-05,1.3029950469086482,0.8698138096700968,50.33861583723495
DB6 LVL:5 THR:4.0 hard,F7-T7,4.339724162150208,2.580751804655491e-05,2.0210102461060067,0.8756609214950367,48.80692018289099
DB6 LVL:5 THR:4.0 hard,T7-P7,3.06582414071701,3.210760724145561e-05,2.5108841154494344,0.8454496031923441,53.95901645941432
DB6 LVL:5 THR:4.0 hard,P7-O1,2.737563338936579,3.053506669571946e-05,2.367800782860645,0.837040102689929,55.2815407474852
DB6 LVL:5 THR:4.0 hard,FP1-F3,3.8762499300212507,3.532031336853904e-05,1.414684458346696,0.8680900351449673,50.30874410014952
DB6 LVL:5 THR:4.0 hard,F3-C3,4.183340025463009,2.5440295031035766e-05,2.4024086635446666,0.8677258018676224,50.03261097731172
DB6 LVL:5 THR:4.0 soft,FP1-F7,3.522660338302294,3.6160959162349744e-05,1.3114447390668156,0.8689680573927746,50.665052847492206
DB6 LVL:5 THR:4.0 soft,F7-T7,3.55891603490344,2.6682685891594094e-05,2.089545437235043,0.8702656249286479,50.462028864105775
DB6 LVL:5 THR:4.0 soft,T7-P7,2.454163302258333,3.2746843784509e-05,2.560873791413055,0.8424336975233766,55.033296921632704
DB6 LVL:5 THR:4.0 soft,P7-O1,2.5256705729498496,3.0732709367137326e-05,2.3831267186698994,0.835927834808735,55.63935858041498
DB6 LVL:5 THR:4.0 soft,FP1-F3,3.7157220496608123,3.5546427651376213e-05,1.4237410133778552,0.867050620411596,50.63081161619757
DB6 LVL:5 THR:4.0 soft,F3-C3,3.98545607653979,2.5642606041464706e-05,2.421513541203988,0.8661700616919665,50.430489542354664
SYM4 LVL:2 THR:0.5 hard,FP1-F7,5.357874585451038,3.116076221511104e-05,1.1301032555261439,0.904685190674485,43.659286174038286
SYM4 LVL:2 THR:0.5 hard,F7-T7,4.796740592273473,2.4796622420403976e-05,1.9418460888046611,0.8860536559815054,46.89512447864005
SYM4 LVL:2 THR:0.5 hard,T7-P7,4.210192192894853,2.9267413226867552e-05,2.288774819593341,0.8738801371765172,49.185877357874126
SYM4 LVL:2 THR:0.5 hard,P7-O1,5.098671520599685,2.512296465218149e-05,1.9481265904539413,0.8937323250648899,45.48331948827524
SYM4 LVL:2 THR:0.5 hard,FP1-F3,5.962262116831281,2.9450512140835475e-05,1.1795813185819972,0.911042619603189,41.94805021835861
SYM4 LVL:2 THR:0.5 hard,F3-C3,8.643902664610101,1.6764837034498392e-05,1.5831573370300507,0.9455142658420287,32.97086643145491
SYM4 LVL:2 THR:0.5 soft,FP1-F7,5.3516246591598655,3.118167962863304e-05,1.1308618646049338,0.9045317422169806,43.68859352334744
SYM4 LVL:2 THR:0.5 soft,F7-T7,4.762476861839615,2.488665982991338e-05,1.9488970003577633,0.8850952645152436,47.06540232757819
SYM4 LVL:2 THR:0.5 soft,T7-P7,4.18776329841344,2.9335805693913136e-05,2.2941232579814694,0.8731904594371095,49.300815547670084
SYM4 LVL:2 THR:0.5 soft,P7-O1,5.093883090483308,2.5135577087919307e-05,1.9491046048631242,0.8936092067762035,45.50615339550437
SYM4 LVL:2 THR:0.5 soft,FP1-F3,5.956539644465327,2.946870933654306e-05,1.1803101708343655,0.9109154098505049,41.97396952583023
SYM4 LVL:2 THR:0.5 soft,F3-C3,8.637474044875397,1.6776835921075598e-05,1.58429043037786,0.9454285697437758,32.99446425622643
SYM4 LVL:2 THR:1.0 hard,FP1-F7,5.3553640203159,3.1169234153882426e-05,1.1304105062127627,0.9046228226141834,43.671156191745666
SYM4 LVL:2 THR:1.0 hard,F7-T7,4.782532725292103,2.4834203506445277e-05,1.9447890978848932,0.8856532558015148,46.966197452937514
SYM4 LVL:2 THR:1.0 hard,T7-P7,4.201508739962792,2.9293933334096606e-05,2.2908487491602716,0.8736127720280442,49.23044620075664
SYM4 LVL:2 THR:1.0 hard,P7-O1,5.095827489822005,2.5130556836508074e-05,1.9487153162023159,0.8936578900937009,45.49706459161479
SYM4 LVL:2 THR:1.0 hard,FP1-F3,5.9596806073916575,2.9458799328052425e-05,1.1799132452791616,0.910984475823705,41.95985413347842
SYM4 LVL:2 THR:1.0 hard,F3-C3,8.639738693823881,1.677262447639082e-05,1.5838927301474026,0.9454586027900947,32.986181743256004
SYM4 LVL:2 THR:1.0 soft,FP1-F7,5.346268071314264,3.1199738816120395e-05,1.1315168147769075,0.9043987695345811,43.71389621745801
SYM4 LVL:2 THR:1.0 soft,F7-T7,4.732980330219421,2.4965056401829637e-05,1.9550363073153922,0.8842554802165696,47.213665140810626
SYM4 LVL:2 THR:1.0 soft,T7-P7,4.168114598435398,2.9396447357532818e-05,2.298865566829713,0.8725756152110887,49.40272798545385
SYM4 LVL:2 THR:1.0 soft,P7-O1,5.090148048037912,2.5145472468907917e-05,1.9498719289068218,0.8935123811379273,45.52406827064727
SYM4 LVL:2 THR:1.0 soft,FP1-F3,5.951769308603562,2.9483964610531346e-05,1.1809211903005257,0.9108084803679363,41.99569848579857
SYM4 LVL:2 THR:1.0 soft,F3-C3,8.632613052417703,1.678595647186587e-05,1.5851517132445925,0.9453632515226141,33.01240135047128
SYM4 LVL:2 THR:2.0 hard,FP1-F7,5.35065908880919,3.1185168041318884e-05,1.1309883784079555,0.9045053032517468,43.693481131894785
SYM4 LVL:2 THR:2.0 hard,F7-T7,4.749304020842286,2.4922547522396633e-05,1.9517073982459647,0.8847084811032219,47.13327277290419
SYM4 LVL:2 THR:2.0 hard,T7-P7,4.178641214040268,2.9364330929988577e-05,2.296353992947568,0.8729003645366796,49.348754145876065
SYM4 LVL:2 THR:2.0 hard,P7-O1,5.091397928889716,2.5142271021363196e-05,1.9496236769518414,0.8935433499362124,45.51827228026486
SYM4 LVL:2 THR:2.0 hard,FP1-F3,5.955181886272985,2.947323880107292e-05,1.180491589470383,0.9108831452090371,41.98042110143109
SYM4 LVL:2 THR:2.0 hard,F3-C3,8.633874770388285,1.678360391541169e-05,1.5849295537924277,0.9453800548149863,33.007774653267866
SYM4 LVL:2 THR:2.0 soft,FP1-F7,5.338947646018221,3.1224478957819814e-05,1.1324140622345813,0.9042163178510749,43.74855958413
SYM4 LVL:2 THR:2.0 soft,F7-T7,4.696063168606451,2.506396140309061e-05,1.9627816480559845,0.8831902422357069,47.40071329063755
SYM4 LVL:2 THR:2.0 soft,T7-P7,4.143378016043705,2.9473601577792423e-05,2.304899193210928,0.8717893938566035,49.53239089709948
SYM4 LVL:2 THR:2.0 soft,P7-O1,5.086270180932004,2.5155754227043063e-05,1.9506692140480069,0.8934117139326577,45.54268265380771
SYM4 LVL:2 THR:2.0 soft,FP1-F3,5.945525844782903,2.9503957689119443e-05,1.1817219730472122,0.9106682039144487,42.024175772055
SYM4 LVL:2 THR:2.0 soft,F3-C3,8.627941597932702,1.6794743161332043e-05,1.5859814685155773,0.9453002332017221,33.0296818503752
SYM4 LVL:2 THR:3.0 hard,FP1-F7,5.346239390904355,3.1200076800145277e-05,1.1315290723989835,0.9043954963092531,43.714369766248716
SYM4 LVL:2 THR:3.0 hard,F7-T7,4.722053574663932,2.4995005531736944e-05,1.9573816509588777,0.8839313102541104,47.27030463594907
SYM4 LVL:2 THR:3.0 hard,T7-P7,4.159781424171658,2.942335816481223e-05,2.3009700499829937,0.872299106037215,49.44795342632854
SYM4 LVL:2 THR:3.0 hard,P7-O1,5.088614673371801,2.5149727412861522e-05,1.9502018728275203,0.8934701047337978,45.53177154046139
SYM4 LVL:2 THR:3.0 hard,FP1-F3,5.950969368422188,2.9486772720084854e-05,1.1810336635082583,0.9107880993028163,41.999698236974574
SYM4 LVL:2 THR:3.0 hard,F3-C3,8.63023284411662,1.6790406804899835e-05,1.5855719724681356,0.9453314209656203,33.02115367748385
SYM4 LVL:2 THR:3.0 soft,FP1-F7,5.33397319395042,3.1241334690031665e-05,1.1330253668527224,0.9040918090235074,43.772176119285014
SYM4 LVL:2 THR:3.0 soft,F7-T7,4.675295183550007,2.511997181832684e-05,1.967167874692613,0.8825842156919623,47.50663962810688
SYM4 LVL:2 THR:3.0 soft,T7-P7,4.129882424462783,2.9515985418384917e-05,2.308213700931641,0.8713558886349135,49.60361982222445
SYM4 LVL:2 THR:3.0 soft,P7-O1,5.08432725920268,2.5160895498178103e-05,1.951067887020945,0.8933613979527664,45.55199055519786
SYM4 LVL:2 THR:3.0 soft,FP1-F3,5.941523185988955,2.9516798698809296e-05,1.1822362939890498,0.9105780050392211,42.042465957188234
SYM4 LVL:2 THR:3.0 soft,F3-C3,8.62581780750347,1.6798758907855335e-05,1.586360688340913,0.9452713584006659,33.037579490058164
SYM4 LVL:2 THR:4.0 hard,FP1-F7,5.342036507594617,3.1214310216510604e-05,1.1320452738340023,0.9042904471063196,43.7343121795324
SYM4 LVL:2 THR:4.0 hard,F7-T7,4.6992879321313605,2.5056434995891875e-05,1.962192248252502,0.8832681499291763,47.38647942456992
SYM4 LVL:2 THR:4.0 hard,T7-P7,4.1438624945964815,2.9471833238480464e-05,2.3047609052639086,0.8718081397657095,49.529419082684214
SYM4 LVL:2 THR:4.0 hard,P7-O1,5.086978063371591,2.5154170746218346e-05,1.9505464251517592,0.8934262591680551,45.539815875732295
SYM4 LVL:2 THR:4.0 hard,FP1-F3,5.947440865752146,2.9498021342064957e-05,1.181484204547547,0.9107093193369966,42.01572029314298
SYM4 LVL:2 THR:4.0 hard,F3-C3,8.628033754762466,1.679455951741094e-05,1.5859641264310407,0.9453015832155873,33.02932068377507
SYM4 LVL:2 THR:4.0 soft,FP1-F7,5.33047755745358,3.125321565504521e-05,1.133456252244675,0.9040039018407203,43.788822517340655
SYM4 LVL:2 THR:4.0 soft,F7-T7,4.663114248536341,2.5152933409130952e-05,1.9697491268929561,0.8822266869369787,47.56897625918374
SYM4 LVL:2 THR:4.0 soft,T7-P7,4.122172078896002,2.9540265740635418e-05,2.3101124744839123,0.8711071124196018,49.64442455420283
SYM4 LVL:2 THR:4.0 soft,P7-O1,5.083139232474016,2.516398598978372e-05,1.9513075350464797,0.8933313226154812,45.557585667837635
SYM4 LVL:2 THR:4.0 soft,FP1-F3,5.938870379880169,2.9525311690657523e-05,1.1825772648387718,0.9105181842500834,42.05459149876965
SYM4 LVL:2 THR:4.0 soft,F3-C3,8.624669809214463,1.6800946051666485e-05,1.5865672273466092,0.9452555781914082,33.04188087553035
SYM4 LVL:3 THR:0.5 hard,FP1-F7,5.266213771105235,3.142512588262277e-05,1.1396908978063753,0.9028778485425818,44.029685618513874
SYM4 LVL:3 THR:0.5 hard,F7-T7,4.744149545253212,2.495723043242176e-05,1.9544234485224428,0.88427382570368,47.198864745687196
SYM4 LVL:3 THR:0.5 hard,T7-P7,3.8338205312667095,3.0227954363662822e-05,2.3638912075719816,0.8645504272102834,50.80013203031078
SYM4 LVL:3 THR:0.5 hard,P7-O1,4.720752725563418,2.5984957223342542e-05,2.0149686479858255,0.8856060274251952,47.043895003682564
SYM4 LVL:3 THR:0.5 hard,FP1-F3,5.704056121710586,3.0159602961913204e-05,1.207982532174527,0.906346135589533,42.95804886387288
SYM4 LVL:3 THR:0.5 hard,F3-C3,8.017095482604535,1.78589399762559e-05,1.6864769873281837,0.9377554440944049,35.12260353935027
SYM4 LVL:3 THR:0.5 soft,FP1-F7,5.250559226370697,3.1444582809587245e-05,1.1403965396117104,0.9028422932598994,44.05694668281471
SYM4 LVL:3 THR:0.5 soft,F7-T7,4.6625861061403056,2.5024732309862635e-05,1.9597095820318062,0.8840084762600419,47.32652362162052
SYM4 LVL:3 THR:0.5 soft,T7-P7,3.7753412353905236,3.0277518967347976e-05,2.3677672664494214,0.8644014304293198,50.88342871591986
SYM4 LVL:3 THR:0.5 soft,P7-O1,4.705086121752194,2.6001971445790774e-05,2.016287993040288,0.8855137573339825,47.074698028969244
SYM4 LVL:3 THR:0.5 soft,FP1-F3,5.689243774569059,3.0179227411022607e-05,1.2087685502052565,0.9062833542453475,42.986001090062096
SYM4 LVL:3 THR:0.5 soft,F3-C3,8.000774055430877,1.7877503258940914e-05,1.6882299776567904,0.9376549417074796,35.159111351068184
SYM4 LVL:3 THR:1.0 hard,FP1-F7,5.262270137103143,3.143434420042067e-05,1.1400252173227583,0.9028227546477567,44.04260138649168
SYM4 LVL:3 THR:1.0 hard,F7-T7,4.7277672212631225,2.4985218755491815e-05,1.9566152395964185,0.8840200353756664,47.25179598253334
SYM4 LVL:3 THR:1.0 hard,T7-P7,3.823127478912075,3.0248522769624697e-05,2.3654997012669927,0.8643691251272689,50.834698634651446
SYM4 LVL:3 THR:1.0 hard,P7-O1,4.716165762928819,2.599368343712778e-05,2.0156453105272236,0.8855287842987744,47.05969318574474
SYM4 LVL:3 THR:1.0 hard,FP1-F3,5.6998801561958,3.0169408357629882e-05,1.2083752676744526,0.9062858304619076,42.97201525026261
